# lat,long,time(min)
55.759840,12.097636,73
55.744840,12.097636,95
55.742340,12.097636,98
55.694840,12.097636,70
55.692340,12.097636,70
55.689840,12.097636,74
55.687340,12.097636,77
55.684840,12.097636,80
55.682340,12.097636,70
55.679840,12.097636,67
55.677340,12.097636,64
55.674840,12.097636,65
55.672340,12.097636,76
55.669840,12.097636,66
55.667340,12.097636,64
55.664840,12.097636,63
55.662340,12.097636,63
55.659840,12.097636,60
55.657340,12.097636,57
55.654840,12.097636,56
55.652340,12.097636,56
55.649840,12.097636,56
55.647340,12.097636,53
55.644840,12.097636,49
55.642340,12.097636,45
55.639840,12.097636,45
55.637340,12.097636,48
55.634840,12.097636,51
55.632340,12.097636,53
55.629840,12.097636,54
55.627340,12.097636,55
55.624840,12.097636,60
55.622340,12.097636,56
55.619840,12.097636,58
55.617340,12.097636,60
55.614840,12.097636,57
55.612340,12.097636,56
55.609840,12.097636,59
55.607340,12.097636,55
55.604840,12.097636,58
55.602340,12.097636,58
55.599840,12.097636,56
55.597340,12.097636,60
55.594840,12.097636,67
55.592340,12.097636,69
55.589840,12.097636,70
55.587340,12.097636,66
55.584840,12.097636,67
55.582340,12.097636,124
55.579840,12.097636,69
55.577340,12.097636,58
55.574840,12.097636,56
55.572340,12.097636,56
55.569840,12.097636,59
55.567340,12.097636,61
55.564840,12.097636,86
55.562340,12.097636,93
55.559840,12.097636,93
55.557340,12.097636,105
55.552340,12.097636,109
55.864840,12.102636,100
55.862340,12.102636,95
55.859840,12.102636,96
55.857340,12.102636,100
55.854840,12.102636,103
55.852340,12.102636,112
55.849840,12.102636,112
55.847340,12.102636,78
55.844840,12.102636,78
55.842340,12.102636,96
55.839840,12.102636,95
55.837340,12.102636,95
55.834840,12.102636,98
55.832340,12.102636,97
55.829840,12.102636,94
55.827340,12.102636,91
55.824840,12.102636,86
55.822340,12.102636,89
55.819840,12.102636,77
55.817340,12.102636,80
55.814840,12.102636,75
55.812340,12.102636,78
55.809840,12.102636,82
55.807340,12.102636,85
55.804840,12.102636,83
55.802340,12.102636,85
55.799840,12.102636,88
55.797340,12.102636,91
55.794840,12.102636,80
55.792340,12.102636,82
55.789840,12.102636,82
55.787340,12.102636,84
55.784840,12.102636,88
55.782340,12.102636,84
55.779840,12.102636,84
55.777340,12.102636,74
55.774840,12.102636,73
55.772340,12.102636,69
55.769840,12.102636,69
55.767340,12.102636,71
55.764840,12.102636,74
55.762340,12.102636,71
55.759840,12.102636,75
55.757340,12.102636,71
55.754840,12.102636,89
55.752340,12.102636,85
55.749840,12.102636,85
55.747340,12.102636,88
55.744840,12.102636,91
55.742340,12.102636,95
55.739840,12.102636,100
55.719840,12.102636,97
55.717340,12.102636,97
55.714840,12.102636,97
55.712340,12.102636,88
55.697340,12.102636,75
55.694840,12.102636,72
55.692340,12.102636,69
55.689840,12.102636,73
55.687340,12.102636,76
55.684840,12.102636,79
55.682340,12.102636,74
55.679840,12.102636,71
55.677340,12.102636,71
55.674840,12.102636,70
55.672340,12.102636,70
55.669840,12.102636,63
55.667340,12.102636,60
55.664840,12.102636,59
55.662340,12.102636,63
55.659840,12.102636,60
55.657340,12.102636,57
55.654840,12.102636,61
55.652340,12.102636,54
55.649840,12.102636,53
55.647340,12.102636,52
55.644840,12.102636,51
55.642340,12.102636,49
55.639840,12.102636,49
55.637340,12.102636,51
55.634840,12.102636,54
55.632340,12.102636,57
55.629840,12.102636,58
55.627340,12.102636,59
55.624840,12.102636,62
55.622340,12.102636,59
55.619840,12.102636,62
55.617340,12.102636,62
55.614840,12.102636,64
55.612340,12.102636,60
55.609840,12.102636,63
55.607340,12.102636,64
55.604840,12.102636,61
55.602340,12.102636,57
55.599840,12.102636,58
55.597340,12.102636,61
55.594840,12.102636,60
55.592340,12.102636,57
55.589840,12.102636,60
55.587340,12.102636,66
55.584840,12.102636,63
55.582340,12.102636,63
55.579840,12.102636,68
55.577340,12.102636,68
55.574840,12.102636,58
55.572340,12.102636,54
55.569840,12.102636,56
55.567340,12.102636,63
55.564840,12.102636,90
55.562340,12.102636,92
55.559840,12.102636,98
55.557340,12.102636,98
55.554840,12.102636,109
55.552340,12.102636,109
55.864840,12.107636,106
55.862340,12.107636,102
55.859840,12.107636,99
55.857340,12.107636,100
55.854840,12.107636,106
55.852340,12.107636,111
55.849840,12.107636,112
55.847340,12.107636,85
55.844840,12.107636,81
55.842340,12.107636,84
55.839840,12.107636,97
55.837340,12.107636,99
55.834840,12.107636,100
55.832340,12.107636,96
55.829840,12.107636,93
55.827340,12.107636,89
55.824840,12.107636,89
55.822340,12.107636,89
55.819840,12.107636,85
55.817340,12.107636,83
55.814840,12.107636,82
55.812340,12.107636,76
55.809840,12.107636,78
55.807340,12.107636,81
55.804840,12.107636,78
55.802340,12.107636,73
55.799840,12.107636,72
55.797340,12.107636,71
55.794840,12.107636,79
55.792340,12.107636,75
55.789840,12.107636,79
55.787340,12.107636,77
55.784840,12.107636,80
55.782340,12.107636,84
55.779840,12.107636,84
55.777340,12.107636,73
55.774840,12.107636,70
55.772340,12.107636,69
55.769840,12.107636,67
55.767340,12.107636,67
55.764840,12.107636,70
55.762340,12.107636,72
55.759840,12.107636,64
55.757340,12.107636,67
55.754840,12.107636,87
55.752340,12.107636,83
55.749840,12.107636,83
55.747340,12.107636,86
55.744840,12.107636,89
55.742340,12.107636,93
55.739840,12.107636,95
55.737340,12.107636,94
55.734840,12.107636,93
55.719840,12.107636,95
55.717340,12.107636,95
55.714840,12.107636,85
55.712340,12.107636,89
55.702340,12.107636,82
55.699840,12.107636,80
55.697340,12.107636,77
55.694840,12.107636,77
55.692340,12.107636,73
55.689840,12.107636,74
55.687340,12.107636,85
55.684840,12.107636,82
55.682340,12.107636,78
55.679840,12.107636,77
55.677340,12.107636,71
55.674840,12.107636,67
55.672340,12.107636,67
55.669840,12.107636,67
55.667340,12.107636,56
55.664840,12.107636,57
55.662340,12.107636,57
55.659840,12.107636,53
55.657340,12.107636,56
55.654840,12.107636,52
55.652340,12.107636,53
55.649840,12.107636,62
55.647340,12.107636,59
55.644840,12.107636,53
55.642340,12.107636,49
55.639840,12.107636,53
55.637340,12.107636,56
55.634840,12.107636,57
55.632340,12.107636,63
55.629840,12.107636,62
55.627340,12.107636,69
55.624840,12.107636,65
55.622340,12.107636,63
55.619840,12.107636,66
55.617340,12.107636,67
55.614840,12.107636,68
55.612340,12.107636,63
55.609840,12.107636,62
55.607340,12.107636,64
55.604840,12.107636,61
55.602340,12.107636,63
55.599840,12.107636,62
55.597340,12.107636,63
55.594840,12.107636,61
55.592340,12.107636,60
55.589840,12.107636,61
55.587340,12.107636,62
55.584840,12.107636,59
55.582340,12.107636,62
55.579840,12.107636,61
55.577340,12.107636,66
55.574840,12.107636,69
55.572340,12.107636,67
55.569840,12.107636,66
55.567340,12.107636,76
55.564840,12.107636,75
55.562340,12.107636,94
55.559840,12.107636,98
55.557340,12.107636,95
55.554840,12.107636,95
55.552340,12.107636,83
55.864840,12.112636,96
55.862340,12.112636,98
55.859840,12.112636,111
55.857340,12.112636,108
55.854840,12.112636,102
55.852340,12.112636,90
55.849840,12.112636,87
55.847340,12.112636,84
55.844840,12.112636,81
55.842340,12.112636,84
55.839840,12.112636,105
55.837340,12.112636,102
55.834840,12.112636,103
55.832340,12.112636,98
55.829840,12.112636,88
55.827340,12.112636,86
55.824840,12.112636,91
55.822340,12.112636,86
55.819840,12.112636,83
55.817340,12.112636,79
55.814840,12.112636,76
55.812340,12.112636,73
55.809840,12.112636,81
55.807340,12.112636,78
55.804840,12.112636,78
55.802340,12.112636,71
55.799840,12.112636,69
55.797340,12.112636,67
55.794840,12.112636,70
55.792340,12.112636,74
55.789840,12.112636,71
55.787340,12.112636,69
55.784840,12.112636,72
55.782340,12.112636,72
55.779840,12.112636,71
55.777340,12.112636,82
55.774840,12.112636,72
55.772340,12.112636,72
55.769840,12.112636,70
55.767340,12.112636,66
55.764840,12.112636,68
55.762340,12.112636,68
55.759840,12.112636,63
55.757340,12.112636,93
55.754840,12.112636,89
55.752340,12.112636,86
55.749840,12.112636,84
55.747340,12.112636,85
55.744840,12.112636,89
55.742340,12.112636,92
55.739840,12.112636,91
55.737340,12.112636,86
55.734840,12.112636,89
55.732340,12.112636,89
55.724840,12.112636,94
55.722340,12.112636,94
55.719840,12.112636,90
55.717340,12.112636,87
55.714840,12.112636,85
55.712340,12.112636,89
55.704840,12.112636,98
55.702340,12.112636,85
55.699840,12.112636,82
55.697340,12.112636,83
55.694840,12.112636,78
55.692340,12.112636,74
55.689840,12.112636,74
55.687340,12.112636,96
55.684840,12.112636,83
55.682340,12.112636,80
55.679840,12.112636,80
55.677340,12.112636,64
55.674840,12.112636,63
55.672340,12.112636,63
55.669840,12.112636,65
55.667340,12.112636,61
55.664840,12.112636,60
55.662340,12.112636,55
55.659840,12.112636,50
55.657340,12.112636,53
55.654840,12.112636,65
55.652340,12.112636,61
55.649840,12.112636,59
55.647340,12.112636,53
55.644840,12.112636,57
55.642340,12.112636,49
55.639840,12.112636,54
55.637340,12.112636,59
55.634840,12.112636,60
55.632340,12.112636,62
55.629840,12.112636,65
55.627340,12.112636,68
55.624840,12.112636,66
55.622340,12.112636,63
55.619840,12.112636,67
55.617340,12.112636,72
55.614840,12.112636,69
55.612340,12.112636,71
55.609840,12.112636,75
55.607340,12.112636,76
55.604840,12.112636,83
55.602340,12.112636,64
55.599840,12.112636,66
55.597340,12.112636,66
55.594840,12.112636,65
55.592340,12.112636,65
55.589840,12.112636,62
55.587340,12.112636,62
55.584840,12.112636,62
55.582340,12.112636,63
55.579840,12.112636,60
55.577340,12.112636,62
55.574840,12.112636,62
55.572340,12.112636,63
55.569840,12.112636,68
55.567340,12.112636,71
55.564840,12.112636,75
55.562340,12.112636,78
55.559840,12.112636,81
55.557340,12.112636,90
55.554840,12.112636,88
55.552340,12.112636,82
55.864840,12.117636,100
55.862340,12.117636,113
55.859840,12.117636,112
55.857340,12.117636,105
55.854840,12.117636,100
55.852340,12.117636,101
55.849840,12.117636,92
55.847340,12.117636,84
55.844840,12.117636,84
55.842340,12.117636,106
55.839840,12.117636,103
55.837340,12.117636,100
55.834840,12.117636,100
55.832340,12.117636,96
55.829840,12.117636,91
55.827340,12.117636,89
55.824840,12.117636,95
55.822340,12.117636,87
55.819840,12.117636,84
55.817340,12.117636,83
55.814840,12.117636,80
55.812340,12.117636,74
55.809840,12.117636,81
55.807340,12.117636,76
55.804840,12.117636,74
55.802340,12.117636,70
55.799840,12.117636,69
55.797340,12.117636,69
55.794840,12.117636,70
55.792340,12.117636,72
55.789840,12.117636,69
55.787340,12.117636,66
55.784840,12.117636,67
55.782340,12.117636,71
55.779840,12.117636,73
55.777340,12.117636,82
55.774840,12.117636,71
55.772340,12.117636,66
55.769840,12.117636,65
55.767340,12.117636,66
55.764840,12.117636,63
55.762340,12.117636,70
55.759840,12.117636,99
55.757340,12.117636,88
55.754840,12.117636,91
55.752340,12.117636,87
55.749840,12.117636,86
55.747340,12.117636,89
55.744840,12.117636,91
55.742340,12.117636,93
55.739840,12.117636,89
55.737340,12.117636,84
55.734840,12.117636,86
55.732340,12.117636,86
55.724840,12.117636,95
55.722340,12.117636,95
55.719840,12.117636,98
55.717340,12.117636,86
55.714840,12.117636,86
55.712340,12.117636,96
55.709840,12.117636,99
55.707340,12.117636,96
55.704840,12.117636,95
55.702340,12.117636,92
55.699840,12.117636,82
55.697340,12.117636,79
55.694840,12.117636,78
55.692340,12.117636,79
55.689840,12.117636,79
55.687340,12.117636,96
55.684840,12.117636,72
55.682340,12.117636,73
55.679840,12.117636,73
55.677340,12.117636,64
55.674840,12.117636,59
55.672340,12.117636,60
55.669840,12.117636,65
55.667340,12.117636,61
55.664840,12.117636,56
55.662340,12.117636,53
55.659840,12.117636,53
55.657340,12.117636,52
55.654840,12.117636,56
55.652340,12.117636,53
55.649840,12.117636,50
55.647340,12.117636,47
55.644840,12.117636,49
55.642340,12.117636,51
55.639840,12.117636,58
55.637340,12.117636,59
55.634840,12.117636,62
55.632340,12.117636,67
55.629840,12.117636,67
55.627340,12.117636,70
55.624840,12.117636,73
55.622340,12.117636,78
55.619840,12.117636,81
55.617340,12.117636,85
55.614840,12.117636,73
55.612340,12.117636,74
55.609840,12.117636,82
55.607340,12.117636,83
55.604840,12.117636,83
55.602340,12.117636,69
55.599840,12.117636,69
55.597340,12.117636,69
55.594840,12.117636,68
55.592340,12.117636,69
55.589840,12.117636,71
55.587340,12.117636,66
55.584840,12.117636,66
55.582340,12.117636,66
55.579840,12.117636,60
55.577340,12.117636,65
55.574840,12.117636,65
55.572340,12.117636,65
55.569840,12.117636,66
55.567340,12.117636,71
55.564840,12.117636,75
55.562340,12.117636,76
55.559840,12.117636,82
55.557340,12.117636,88
55.554840,12.117636,85
55.552340,12.117636,82
55.859840,12.122636,105
55.857340,12.122636,100
55.854840,12.122636,96
55.852340,12.122636,95
55.849840,12.122636,88
55.847340,12.122636,83
55.844840,12.122636,88
55.842340,12.122636,87
55.839840,12.122636,90
55.837340,12.122636,93
55.834840,12.122636,98
55.832340,12.122636,95
55.829840,12.122636,93
55.827340,12.122636,97
55.824840,12.122636,99
55.822340,12.122636,104
55.819840,12.122636,84
55.817340,12.122636,84
55.814840,12.122636,77
55.812340,12.122636,72
55.809840,12.122636,77
55.807340,12.122636,74
55.804840,12.122636,72
55.802340,12.122636,70
55.799840,12.122636,69
55.797340,12.122636,71
55.794840,12.122636,71
55.792340,12.122636,72
55.789840,12.122636,71
55.787340,12.122636,68
55.784840,12.122636,66
55.782340,12.122636,71
55.779840,12.122636,75
55.777340,12.122636,80
55.774840,12.122636,68
55.772340,12.122636,68
55.769840,12.122636,63
55.767340,12.122636,61
55.764840,12.122636,63
55.762340,12.122636,69
55.759840,12.122636,71
55.757340,12.122636,91
55.754840,12.122636,90
55.752340,12.122636,89
55.749840,12.122636,91
55.747340,12.122636,91
55.744840,12.122636,87
55.742340,12.122636,86
55.739840,12.122636,83
55.737340,12.122636,81
55.734840,12.122636,83
55.732340,12.122636,84
55.729840,12.122636,88
55.727340,12.122636,90
55.724840,12.122636,93
55.722340,12.122636,98
55.719840,12.122636,84
55.717340,12.122636,83
55.714840,12.122636,82
55.712340,12.122636,82
55.709840,12.122636,99
55.707340,12.122636,98
55.704840,12.122636,86
55.702340,12.122636,86
55.699840,12.122636,83
55.697340,12.122636,77
55.694840,12.122636,72
55.692340,12.122636,79
55.689840,12.122636,69
55.687340,12.122636,72
55.684840,12.122636,73
55.682340,12.122636,70
55.679840,12.122636,66
55.677340,12.122636,62
55.674840,12.122636,60
55.672340,12.122636,62
55.669840,12.122636,62
55.667340,12.122636,59
55.664840,12.122636,55
55.662340,12.122636,54
55.659840,12.122636,50
55.657340,12.122636,51
55.654840,12.122636,56
55.652340,12.122636,50
55.649840,12.122636,47
55.647340,12.122636,43
55.644840,12.122636,46
55.642340,12.122636,52
55.639840,12.122636,54
55.637340,12.122636,79
55.634840,12.122636,72
55.632340,12.122636,70
55.629840,12.122636,69
55.627340,12.122636,69
55.624840,12.122636,73
55.622340,12.122636,77
55.619840,12.122636,80
55.617340,12.122636,81
55.614840,12.122636,83
55.612340,12.122636,98
55.607340,12.122636,87
55.604840,12.122636,91
55.602340,12.122636,72
55.599840,12.122636,73
55.597340,12.122636,76
55.594840,12.122636,76
55.592340,12.122636,73
55.589840,12.122636,74
55.587340,12.122636,69
55.584840,12.122636,69
55.582340,12.122636,69
55.579840,12.122636,69
55.577340,12.122636,65
55.574840,12.122636,65
55.572340,12.122636,61
55.569840,12.122636,63
55.567340,12.122636,71
55.564840,12.122636,70
55.562340,12.122636,72
55.559840,12.122636,74
55.557340,12.122636,90
55.554840,12.122636,91
55.552340,12.122636,74
55.859840,12.127636,103
55.857340,12.127636,97
55.854840,12.127636,92
55.852340,12.127636,92
55.849840,12.127636,85
55.847340,12.127636,84
55.844840,12.127636,83
55.842340,12.127636,87
55.839840,12.127636,90
55.837340,12.127636,90
55.834840,12.127636,101
55.832340,12.127636,110
55.829840,12.127636,113
55.827340,12.127636,102
55.824840,12.127636,103
55.822340,12.127636,106
55.819840,12.127636,106
55.817340,12.127636,74
55.814840,12.127636,74
55.812340,12.127636,75
55.809840,12.127636,77
55.807340,12.127636,72
55.804840,12.127636,69
55.802340,12.127636,69
55.799840,12.127636,73
55.797340,12.127636,73
55.794840,12.127636,73
55.792340,12.127636,73
55.789840,12.127636,72
55.787340,12.127636,68
55.784840,12.127636,64
55.782340,12.127636,74
55.779840,12.127636,77
55.777340,12.127636,67
55.774840,12.127636,65
55.772340,12.127636,64
55.769840,12.127636,61
55.767340,12.127636,63
55.764840,12.127636,66
55.762340,12.127636,91
55.759840,12.127636,88
55.757340,12.127636,85
55.754840,12.127636,87
55.752340,12.127636,91
55.749840,12.127636,91
55.747340,12.127636,87
55.744840,12.127636,84
55.742340,12.127636,83
55.739840,12.127636,80
55.737340,12.127636,77
55.734840,12.127636,79
55.732340,12.127636,83
55.729840,12.127636,88
55.727340,12.127636,88
55.724840,12.127636,82
55.722340,12.127636,82
55.719840,12.127636,82
55.717340,12.127636,84
55.714840,12.127636,78
55.712340,12.127636,77
55.709840,12.127636,81
55.707340,12.127636,81
55.704840,12.127636,74
55.702340,12.127636,74
55.699840,12.127636,73
55.697340,12.127636,70
55.694840,12.127636,69
55.692340,12.127636,65
55.689840,12.127636,66
55.687340,12.127636,70
55.684840,12.127636,73
55.682340,12.127636,71
55.679840,12.127636,69
55.677340,12.127636,65
55.674840,12.127636,65
55.672340,12.127636,65
55.669840,12.127636,66
55.667340,12.127636,58
55.664840,12.127636,56
55.662340,12.127636,51
55.659840,12.127636,47
55.657340,12.127636,50
55.654840,12.127636,50
