# lat,long,time(min)
55.747340,12.202636,73
55.744840,12.202636,69
55.742340,12.202636,69
55.739840,12.202636,68
55.737340,12.202636,73
55.734840,12.202636,75
55.732340,12.202636,88
55.729840,12.202636,85
55.727340,12.202636,84
55.724840,12.202636,87
55.722340,12.202636,91
55.719840,12.202636,93
55.717340,12.202636,89
55.714840,12.202636,83
55.712340,12.202636,79
55.709840,12.202636,79
55.707340,12.202636,80
55.704840,12.202636,81
55.702340,12.202636,81
55.699840,12.202636,81
55.697340,12.202636,82
55.694840,12.202636,84
55.692340,12.202636,88
55.689840,12.202636,89
55.687340,12.202636,89
55.684840,12.202636,64
55.682340,12.202636,64
55.679840,12.202636,64
55.677340,12.202636,56
55.674840,12.202636,58
55.672340,12.202636,57
55.669840,12.202636,56
55.667340,12.202636,56
55.664840,12.202636,53
55.662340,12.202636,59
55.659840,12.202636,55
55.657340,12.202636,53
55.654840,12.202636,46
55.652340,12.202636,43
55.649840,12.202636,38
55.647340,12.202636,37
55.644840,12.202636,46
55.642340,12.202636,46
55.639840,12.202636,48
55.637340,12.202636,49
55.634840,12.202636,52
55.632340,12.202636,52
55.629840,12.202636,62
55.627340,12.202636,61
55.624840,12.202636,59
55.622340,12.202636,59
55.619840,12.202636,54
55.617340,12.202636,65
55.614840,12.202636,65
55.612340,12.202636,69
55.609840,12.202636,70
55.607340,12.202636,73
55.604840,12.202636,71
55.602340,12.202636,71
55.599840,12.202636,70
55.597340,12.202636,65
55.594840,12.202636,68
55.592340,12.202636,71
55.589840,12.202636,81
55.587340,12.202636,80
55.584840,12.202636,70
55.582340,12.202636,67
55.579840,12.202636,63
55.577340,12.202636,62
55.574840,12.202636,65
55.572340,12.202636,65
55.569840,12.202636,77
55.567340,12.202636,78
55.564840,12.202636,83
55.864840,12.207636,100
55.862340,12.207636,98
55.859840,12.207636,94
55.857340,12.207636,90
55.854840,12.207636,106
55.852340,12.207636,106
55.849840,12.207636,82
55.847340,12.207636,81
55.844840,12.207636,78
55.842340,12.207636,78
55.839840,12.207636,84
55.837340,12.207636,85
55.834840,12.207636,103
55.832340,12.207636,101
55.829840,12.207636,100
55.827340,12.207636,95
55.824840,12.207636,94
55.822340,12.207636,90
55.819840,12.207636,90
55.817340,12.207636,90
55.814840,12.207636,95
55.812340,12.207636,96
55.809840,12.207636,96
55.807340,12.207636,93
55.804840,12.207636,90
55.802340,12.207636,89
55.799840,12.207636,92
55.797340,12.207636,102
55.794840,12.207636,99
55.792340,12.207636,91
55.789840,12.207636,91
55.787340,12.207636,79
55.784840,12.207636,70
55.782340,12.207636,67
55.779840,12.207636,65
55.777340,12.207636,65
55.774840,12.207636,60
55.772340,12.207636,59
55.769840,12.207636,55
55.767340,12.207636,56
55.764840,12.207636,54
55.762340,12.207636,54
55.759840,12.207636,54
55.757340,12.207636,61
55.749840,12.207636,74
55.747340,12.207636,73
55.744840,12.207636,69
55.742340,12.207636,66
55.739840,12.207636,77
55.737340,12.207636,71
55.734840,12.207636,73
55.732340,12.207636,73
55.729840,12.207636,86
55.727340,12.207636,87
55.724840,12.207636,89
55.722340,12.207636,92
55.719840,12.207636,92
55.717340,12.207636,88
55.714840,12.207636,83
55.712340,12.207636,82
55.709840,12.207636,81
55.707340,12.207636,80
55.704840,12.207636,95
55.702340,12.207636,95
55.699840,12.207636,84
55.697340,12.207636,85
55.694840,12.207636,90
55.692340,12.207636,92
55.689840,12.207636,89
55.687340,12.207636,89
55.684840,12.207636,64
55.682340,12.207636,64
55.679840,12.207636,58
55.677340,12.207636,58
55.674840,12.207636,57
55.672340,12.207636,58
55.669840,12.207636,64
55.667340,12.207636,67
55.664840,12.207636,63
55.662340,12.207636,67
55.659840,12.207636,69
55.657340,12.207636,57
55.654840,12.207636,45
55.652340,12.207636,45
55.649840,12.207636,44
55.647340,12.207636,41
55.644840,12.207636,43
55.642340,12.207636,44
55.639840,12.207636,47
55.637340,12.207636,80
55.634840,12.207636,78
55.632340,12.207636,69
55.629840,12.207636,66
55.627340,12.207636,64
55.624840,12.207636,63
55.622340,12.207636,75
55.619840,12.207636,75
55.617340,12.207636,81
55.614840,12.207636,68
55.612340,12.207636,70
55.604840,12.207636,87
55.602340,12.207636,70
55.599840,12.207636,68
55.597340,12.207636,67
55.594840,12.207636,68
55.592340,12.207636,71
55.589840,12.207636,79
55.587340,12.207636,76
55.584840,12.207636,71
55.582340,12.207636,68
55.579840,12.207636,65
55.577340,12.207636,65
55.574840,12.207636,67
55.572340,12.207636,67
55.569840,12.207636,74
55.567340,12.207636,75
55.564840,12.207636,78
55.562340,12.207636,81
55.559840,12.207636,104
55.864840,12.212636,98
55.862340,12.212636,89
55.859840,12.212636,89
55.857340,12.212636,100
55.854840,12.212636,107
55.852340,12.212636,104
55.849840,12.212636,88
55.847340,12.212636,84
55.844840,12.212636,74
55.842340,12.212636,78
55.839840,12.212636,83
55.837340,12.212636,87
55.834840,12.212636,90
55.829840,12.212636,116
55.827340,12.212636,100
55.824840,12.212636,97
55.822340,12.212636,94
55.819840,12.212636,93
55.817340,12.212636,97
55.814840,12.212636,100
55.812340,12.212636,96
55.809840,12.212636,96
55.807340,12.212636,91
55.804840,12.212636,89
55.802340,12.212636,85
55.799840,12.212636,86
55.797340,12.212636,79
55.794840,12.212636,90
55.792340,12.212636,89
55.789840,12.212636,88
55.787340,12.212636,104
55.784840,12.212636,84
55.782340,12.212636,74
55.779840,12.212636,74
55.777340,12.212636,77
55.772340,12.212636,76
55.769840,12.212636,58
55.767340,12.212636,59
55.764840,12.212636,60
55.762340,12.212636,61
55.759840,12.212636,96
55.757340,12.212636,109
55.749840,12.212636,74
55.747340,12.212636,73
55.744840,12.212636,67
55.742340,12.212636,61
55.739840,12.212636,62
55.737340,12.212636,66
55.734840,12.212636,69
55.732340,12.212636,72
55.729840,12.212636,74
55.727340,12.212636,87
55.724840,12.212636,88
55.722340,12.212636,92
55.719840,12.212636,92
55.717340,12.212636,89
55.714840,12.212636,84
55.712340,12.212636,80
55.709840,12.212636,83
55.707340,12.212636,86
55.704840,12.212636,90
55.702340,12.212636,95
55.699840,12.212636,93
55.697340,12.212636,89
55.694840,12.212636,91
55.692340,12.212636,92
55.689840,12.212636,81
55.687340,12.212636,81
55.684840,12.212636,73
55.682340,12.212636,70
55.679840,12.212636,65
55.677340,12.212636,61
55.674840,12.212636,60
55.672340,12.212636,60
55.669840,12.212636,63
55.667340,12.212636,66
55.664840,12.212636,66
55.662340,12.212636,68
55.659840,12.212636,69
55.657340,12.212636,61
55.654840,12.212636,56
55.652340,12.212636,58
55.649840,12.212636,46
55.647340,12.212636,46
55.644840,12.212636,49
55.642340,12.212636,61
55.639840,12.212636,64
55.637340,12.212636,85
55.634840,12.212636,88
55.632340,12.212636,82
55.629840,12.212636,70
55.627340,12.212636,69
55.624840,12.212636,72
55.622340,12.212636,76
55.604840,12.212636,84
55.602340,12.212636,70
55.599840,12.212636,66
55.597340,12.212636,63
55.594840,12.212636,65
55.592340,12.212636,71
55.589840,12.212636,78
55.587340,12.212636,76
55.584840,12.212636,77
55.582340,12.212636,76
55.579840,12.212636,73
55.577340,12.212636,69
55.574840,12.212636,65
55.572340,12.212636,68
55.569840,12.212636,70
55.567340,12.212636,73
55.564840,12.212636,77
55.562340,12.212636,79
55.559840,12.212636,95
55.557340,12.212636,88
55.554840,12.212636,89
55.864840,12.217636,95
55.862340,12.217636,89
55.859840,12.217636,88
55.857340,12.217636,93
55.854840,12.217636,96
55.852340,12.217636,88
55.849840,12.217636,85
55.847340,12.217636,81
55.844840,12.217636,78
55.842340,12.217636,77
55.839840,12.217636,83
55.837340,12.217636,91
55.834840,12.217636,88
55.832340,12.217636,88
55.827340,12.217636,120
55.824840,12.217636,97
55.822340,12.217636,99
55.819840,12.217636,97
55.817340,12.217636,98
55.814840,12.217636,113
55.812340,12.217636,96
55.809840,12.217636,94
55.807340,12.217636,92
55.804840,12.217636,76
55.802340,12.217636,86
55.799840,12.217636,78
55.797340,12.217636,79
55.794840,12.217636,79
55.792340,12.217636,83
55.789840,12.217636,90
55.787340,12.217636,92
55.784840,12.217636,86
55.782340,12.217636,74
55.774840,12.217636,87
55.772340,12.217636,79
55.769840,12.217636,79
55.767340,12.217636,78
55.764840,12.217636,95
55.762340,12.217636,96
55.759840,12.217636,102
55.754840,12.217636,54
55.752340,12.217636,54
55.749840,12.217636,53
55.747340,12.217636,72
55.744840,12.217636,72
55.742340,12.217636,64
55.739840,12.217636,68
55.737340,12.217636,69
55.734840,12.217636,72
55.732340,12.217636,74
55.729840,12.217636,89
55.727340,12.217636,88
55.724840,12.217636,94
55.722340,12.217636,97
55.719840,12.217636,100
55.717340,12.217636,88
55.714840,12.217636,85
55.712340,12.217636,84
55.709840,12.217636,88
55.707340,12.217636,87
55.704840,12.217636,90
55.702340,12.217636,94
55.699840,12.217636,93
55.697340,12.217636,92
55.694840,12.217636,93
55.689840,12.217636,80
55.687340,12.217636,76
55.684840,12.217636,73
55.682340,12.217636,70
55.679840,12.217636,66
55.677340,12.217636,62
55.674840,12.217636,63
55.672340,12.217636,63
55.669840,12.217636,65
55.667340,12.217636,67
55.664840,12.217636,66
55.662340,12.217636,67
55.659840,12.217636,72
55.657340,12.217636,57
55.654840,12.217636,56
55.652340,12.217636,51
55.649840,12.217636,51
55.647340,12.217636,50
55.644840,12.217636,52
55.642340,12.217636,59
55.639840,12.217636,66
55.637340,12.217636,72
55.609840,12.217636,359
55.607340,12.217636,351
55.604840,12.217636,359
55.602340,12.217636,75
55.599840,12.217636,64
55.597340,12.217636,61
55.594840,12.217636,65
55.592340,12.217636,66
55.589840,12.217636,84
55.587340,12.217636,80
55.584840,12.217636,83
55.582340,12.217636,76
55.579840,12.217636,69
55.577340,12.217636,67
55.574840,12.217636,64
55.572340,12.217636,66
55.569840,12.217636,73
55.567340,12.217636,74
55.564840,12.217636,75
55.562340,12.217636,80
55.559840,12.217636,79
55.557340,12.217636,85
55.554840,12.217636,85
55.552340,12.217636,81
55.864840,12.222636,89
55.862340,12.222636,87
55.859840,12.222636,89
55.857340,12.222636,93
55.854840,12.222636,99
55.852340,12.222636,100
55.849840,12.222636,87
55.847340,12.222636,81
55.844840,12.222636,76
55.842340,12.222636,76
55.839840,12.222636,82
55.837340,12.222636,83
55.834840,12.222636,84
55.814840,12.222636,109
55.812340,12.222636,92
55.809840,12.222636,94
55.807340,12.222636,89
55.804840,12.222636,77
55.802340,12.222636,74
55.799840,12.222636,74
55.797340,12.222636,75
55.794840,12.222636,78
55.792340,12.222636,82
55.789840,12.222636,94
55.787340,12.222636,91
55.784840,12.222636,86
55.782340,12.222636,88
55.779840,12.222636,89
55.777340,12.222636,92
55.774840,12.222636,88
55.772340,12.222636,84
55.769840,12.222636,85
55.767340,12.222636,84
55.764840,12.222636,100
55.762340,12.222636,100
55.759840,12.222636,60
55.757340,12.222636,61
55.754840,12.222636,49
55.752340,12.222636,50
55.749840,12.222636,50
55.747340,12.222636,52
55.744840,12.222636,55
55.742340,12.222636,65
55.739840,12.222636,61
55.737340,12.222636,72
55.734840,12.222636,73
55.732340,12.222636,74
55.729840,12.222636,87
55.727340,12.222636,84
55.724840,12.222636,83
55.722340,12.222636,82
55.719840,12.222636,92
55.717340,12.222636,92
55.714840,12.222636,89
55.712340,12.222636,88
55.709840,12.222636,89
55.707340,12.222636,93
55.704840,12.222636,95
55.702340,12.222636,94
55.699840,12.222636,113
55.689840,12.222636,81
55.687340,12.222636,80
55.684840,12.222636,76
55.682340,12.222636,69
55.679840,12.222636,66
55.677340,12.222636,60
55.674840,12.222636,74
55.672340,12.222636,75
55.669840,12.222636,70
55.667340,12.222636,70
55.664840,12.222636,70
55.662340,12.222636,57
55.659840,12.222636,55
55.657340,12.222636,52
55.654840,12.222636,52
55.652340,12.222636,49
55.649840,12.222636,45
55.647340,12.222636,51
55.644840,12.222636,57
55.642340,12.222636,59
55.639840,12.222636,62
55.637340,12.222636,71
55.629840,12.222636,420
55.609840,12.222636,112
55.607340,12.222636,85
55.604840,12.222636,90
55.602340,12.222636,72
55.599840,12.222636,70
55.597340,12.222636,66
55.594840,12.222636,70
55.592340,12.222636,70
55.589840,12.222636,84
55.587340,12.222636,94
55.584840,12.222636,89
55.582340,12.222636,72
55.579840,12.222636,71
55.577340,12.222636,68
55.574840,12.222636,64
55.572340,12.222636,65
55.569840,12.222636,70
55.567340,12.222636,73
55.564840,12.222636,71
55.562340,12.222636,74
55.559840,12.222636,78
55.557340,12.222636,83
55.554840,12.222636,77
55.552340,12.222636,79
55.864840,12.227636,86
55.862340,12.227636,90
55.859840,12.227636,94
55.857340,12.227636,96
55.854840,12.227636,103
55.852340,12.227636,104
55.849840,12.227636,104
55.847340,12.227636,74
55.844840,12.227636,74
55.842340,12.227636,73
55.839840,12.227636,78
55.837340,12.227636,80
55.834840,12.227636,81
55.829840,12.227636,121
55.814840,12.227636,109
55.812340,12.227636,92
55.809840,12.227636,87
55.807340,12.227636,82
55.804840,12.227636,79
55.802340,12.227636,74
55.799840,12.227636,74
55.797340,12.227636,78
55.794840,12.227636,80
55.792340,12.227636,78
55.789840,12.227636,75
55.787340,12.227636,81
55.784840,12.227636,83
55.782340,12.227636,91
55.779840,12.227636,88
55.777340,12.227636,85
55.774840,12.227636,82
55.772340,12.227636,83
55.769840,12.227636,81
55.767340,12.227636,84
55.764840,12.227636,88
55.762340,12.227636,91
55.759840,12.227636,55
55.757340,12.227636,67
55.754840,12.227636,48
55.752340,12.227636,44
55.749840,12.227636,52
55.747340,12.227636,52
55.744840,12.227636,55
55.742340,12.227636,61
55.739840,12.227636,60
55.737340,12.227636,66
55.734840,12.227636,66
55.732340,12.227636,80
55.729840,12.227636,77
55.727340,12.227636,81
55.724840,12.227636,80
55.722340,12.227636,80
55.719840,12.227636,92
55.717340,12.227636,91
55.714840,12.227636,92
55.712340,12.227636,92
55.709840,12.227636,96
55.707340,12.227636,99
55.704840,12.227636,98
55.702340,12.227636,102
55.689840,12.227636,88
55.687340,12.227636,86
55.684840,12.227636,71
55.682340,12.227636,70
55.679840,12.227636,66
55.677340,12.227636,70
55.674840,12.227636,71
55.672340,12.227636,72
55.669840,12.227636,75
55.667340,12.227636,74
55.664840,12.227636,85
55.659840,12.227636,57
55.657340,12.227636,55
55.654840,12.227636,49
55.652340,12.227636,47
55.649840,12.227636,48
55.647340,12.227636,51
55.644840,12.227636,54
55.642340,12.227636,62
55.639840,12.227636,63
55.637340,12.227636,73
55.629840,12.227636,92
55.627340,12.227636,93
55.609840,12.227636,85
55.607340,12.227636,81
55.604840,12.227636,81
55.602340,12.227636,69
55.599840,12.227636,67
55.597340,12.227636,70
55.594840,12.227636,69
55.592340,12.227636,74
55.589840,12.227636,74
55.587340,12.227636,79
55.584840,12.227636,75
55.582340,12.227636,61
55.579840,12.227636,64
55.577340,12.227636,67
55.574840,12.227636,58
55.572340,12.227636,68
55.569840,12.227636,65
55.567340,12.227636,67
55.564840,12.227636,67
55.562340,12.227636,75
55.559840,12.227636,79
55.557340,12.227636,87
55.554840,12.227636,74
55.552340,12.227636,71
55.864840,12.232636,85
55.862340,12.232636,92
55.859840,12.232636,100
55.857340,12.232636,99
55.854840,12.232636,101
55.852340,12.232636,104
55.849840,12.232636,104
55.844840,12.232636,77
55.842340,12.232636,73
55.839840,12.232636,74
55.837340,12.232636,76
55.834840,12.232636,77
55.832340,12.232636,98
55.829840,12.232636,117
55.814840,12.232636,108
55.812340,12.232636,90
55.809840,12.232636,86
55.807340,12.232636,88
55.804840,12.232636,78
55.802340,12.232636,77
55.799840,12.232636,75
55.797340,12.232636,81
55.794840,12.232636,79
55.792340,12.232636,78
55.789840,12.232636,77
55.787340,12.232636,78
55.784840,12.232636,80
55.782340,12.232636,83
55.779840,12.232636,85
55.777340,12.232636,82
55.774840,12.232636,80
55.772340,12.232636,81
55.769840,12.232636,83
55.767340,12.232636,84
55.764840,12.232636,87
55.762340,12.232636,56
55.759840,12.232636,52
55.757340,12.232636,49
55.754840,12.232636,46
55.752340,12.232636,42
55.749840,12.232636,40
55.747340,12.232636,49
55.744840,12.232636,51
55.742340,12.232636,53
55.739840,12.232636,57
55.737340,12.232636,61
55.734840,12.232636,83
55.732340,12.232636,80
55.729840,12.232636,76
55.727340,12.232636,75
55.724840,12.232636,76
55.722340,12.232636,74
55.719840,12.232636,78
55.717340,12.232636,78
55.714840,12.232636,88
55.712340,12.232636,88
55.709840,12.232636,92
55.707340,12.232636,92
55.704840,12.232636,102
55.692340,12.232636,92
55.689840,12.232636,87
55.687340,12.232636,72
55.684840,12.232636,68
55.682340,12.232636,64
55.679840,12.232636,62
55.677340,12.232636,65
55.674840,12.232636,68
55.672340,12.232636,71
55.669840,12.232636,74
55.667340,12.232636,82
55.664840,12.232636,76
55.662340,12.232636,80
55.659840,12.232636,61
55.657340,12.232636,59
55.654840,12.232636,46
55.652340,12.232636,43
55.649840,12.232636,46
55.647340,12.232636,50
55.644840,12.232636,57
55.642340,12.232636,66
55.639840,12.232636,65
55.637340,12.232636,57
55.634840,12.232636,89
55.632340,12.232636,88
55.629840,12.232636,90
55.627340,12.232636,87
55.624840,12.232636,86
55.609840,12.232636,77
55.607340,12.232636,77
55.604840,12.232636,77
55.602340,12.232636,65
55.599840,12.232636,65
55.597340,12.232636,70
55.594840,12.232636,68
55.592340,12.232636,68
55.589840,12.232636,69
55.587340,12.232636,69
55.584840,12.232636,72
55.582340,12.232636,60
55.579840,12.232636,57
55.577340,12.232636,55
55.574840,12.232636,53
55.572340,12.232636,56
55.569840,12.232636,60
55.567340,12.232636,60
55.564840,12.232636,68
55.562340,12.232636,75
55.559840,12.232636,72
55.557340,12.232636,76
55.554840,12.232636,71
55.552340,12.232636,69
55.864840,12.237636,87
55.862340,12.237636,89
55.859840,12.237636,102
55.857340,12.237636,103
55.854840,12.237636,104
55.852340,12.237636,107
55.844840,12.237636,97
55.842340,12.237636,76
55.839840,12.237636,75
55.837340,12.237636,78
55.834840,12.237636,80
55.832340,12.237636,89
55.829840,12.237636,89
55.827340,12.237636,92
55.817340,12.237636,118
55.814840,12.237636,114
55.812340,12.237636,102
55.809840,12.237636,81
55.807340,12.237636,79
55.804840,12.237636,75
55.802340,12.237636,76
55.799840,12.237636,84
55.797340,12.237636,85
55.794840,12.237636,86
55.792340,12.237636,82
55.789840,12.237636,79
55.787340,12.237636,79
55.784840,12.237636,79
55.782340,12.237636,89
55.779840,12.237636,86
55.777340,12.237636,83
55.774840,12.237636,84
55.772340,12.237636,87
55.769840,12.237636,86
55.767340,12.237636,88
55.764840,12.237636,94
55.762340,12.237636,88
55.759840,12.237636,89
55.757340,12.237636,50
55.754840,12.237636,43
55.752340,12.237636,39
55.749840,12.237636,45
55.747340,12.237636,46
55.744840,12.237636,51
55.742340,12.237636,52
55.739840,12.237636,57
55.737340,12.237636,62
55.734840,12.237636,83
55.732340,12.237636,78
55.729840,12.237636,77
55.727340,12.237636,72
55.724840,12.237636,73
55.722340,12.237636,79
55.719840,12.237636,77
55.717340,12.237636,78
55.714840,12.237636,77
55.712340,12.237636,85
55.709840,12.237636,89
55.707340,12.237636,95
55.704840,12.237636,98
55.692340,12.237636,82
55.689840,12.237636,84
55.687340,12.237636,67
55.684840,12.237636,64
55.682340,12.237636,62
55.679840,12.237636,58
55.677340,12.237636,59
55.674840,12.237636,67
55.672340,12.237636,71
55.669840,12.237636,86
55.667340,12.237636,86
55.664840,12.237636,78
55.662340,12.237636,91
55.659840,12.237636,61
55.657340,12.237636,59
55.654840,12.237636,47
55.652340,12.237636,46
55.649840,12.237636,48
55.647340,12.237636,54
55.644840,12.237636,54
55.642340,12.237636,67
55.639840,12.237636,57
55.637340,12.237636,57
55.634840,12.237636,59
55.632340,12.237636,83
55.629840,12.237636,80
55.627340,12.237636,78
55.624840,12.237636,83
55.622340,12.237636,82
55.609840,12.237636,73
55.607340,12.237636,73
55.604840,12.237636,74
55.602340,12.237636,63
55.599840,12.237636,59
55.597340,12.237636,61
55.594840,12.237636,65
55.592340,12.237636,63
55.589840,12.237636,66
55.587340,12.237636,65
55.584840,12.237636,65
55.582340,12.237636,57
55.579840,12.237636,54
55.577340,12.237636,50
55.574840,12.237636,52
55.572340,12.237636,51
55.569840,12.237636,56
55.567340,12.237636,57
55.564840,12.237636,60
55.562340,12.237636,66
55.559840,12.237636,74
55.557340,12.237636,77
55.554840,12.237636,67
55.552340,12.237636,65
55.864840,12.242636,88
55.862340,12.242636,90
55.859840,12.242636,93
55.857340,12.242636,96
55.854840,12.242636,107
55.849840,12.242636,120
55.847340,12.242636,93
55.844840,12.242636,91
55.842340,12.242636,79
55.839840,12.242636,80
55.837340,12.242636,81
55.834840,12.242636,79
55.832340,12.242636,82
55.829840,12.242636,84
55.827340,12.242636,88
55.824840,12.242636,93
55.809840,12.242636,77
55.807340,12.242636,75
55.804840,12.242636,71
55.802340,12.242636,80
55.799840,12.242636,82
55.797340,12.242636,89
55.794840,12.242636,86
55.792340,12.242636,86
55.789840,12.242636,85
55.787340,12.242636,82
55.784840,12.242636,89
55.782340,12.242636,90
55.779840,12.242636,88
55.777340,12.242636,88
55.774840,12.242636,87
55.772340,12.242636,92
55.769840,12.242636,91
55.767340,12.242636,91
55.764840,12.242636,94
55.762340,12.242636,92
55.759840,12.242636,92
55.757340,12.242636,48
55.754840,12.242636,44
55.752340,12.242636,41
55.749840,12.242636,40
55.747340,12.242636,52
55.744840,12.242636,51
55.742340,12.242636,56
55.739840,12.242636,58
55.737340,12.242636,58
55.734840,12.242636,81
55.732340,12.242636,80
55.729840,12.242636,80
55.727340,12.242636,75
55.724840,12.242636,76
55.722340,12.242636,80
55.719840,12.242636,75
55.717340,12.242636,72
55.714840,12.242636,73
55.712340,12.242636,81
55.709840,12.242636,81
55.707340,12.242636,102
55.704840,12.242636,102
55.692340,12.242636,76
55.689840,12.242636,72
55.687340,12.242636,69
55.684840,12.242636,64
55.682340,12.242636,60
55.679840,12.242636,58
55.677340,12.242636,62
55.674840,12.242636,63
55.672340,12.242636,81
55.669840,12.242636,82
55.667340,12.242636,68
55.664840,12.242636,71
55.662340,12.242636,71
55.659840,12.242636,52
55.657340,12.242636,52
55.654840,12.242636,49
55.652340,12.242636,51
55.649840,12.242636,52
55.647340,12.242636,57
55.644840,12.242636,65
55.642340,12.242636,61
55.639840,12.242636,55
55.637340,12.242636,53
55.634840,12.242636,49
55.632340,12.242636,50
55.629840,12.242636,77
55.627340,12.242636,74
55.624840,12.242636,73
55.622340,12.242636,78
55.612340,12.242636,68
55.609840,12.242636,69
55.607340,12.242636,78
55.604840,12.242636,67
55.602340,12.242636,64
55.599840,12.242636,61
55.597340,12.242636,65
55.594840,12.242636,66
55.592340,12.242636,60
55.589840,12.242636,60
55.587340,12.242636,63
55.584840,12.242636,62
55.582340,12.242636,60
55.579840,12.242636,57
55.577340,12.242636,52
55.574840,12.242636,50
55.572340,12.242636,53
55.569840,12.242636,51
55.567340,12.242636,54
55.564840,12.242636,56
55.562340,12.242636,60
55.559840,12.242636,64
55.557340,12.242636,66
55.554840,12.242636,68
55.552340,12.242636,62
55.864840,12.247636,91
55.862340,12.247636,92
55.859840,12.247636,94
55.857340,12.247636,97
55.854840,12.247636,100
55.849840,12.247636,87
55.847340,12.247636,85
55.844840,12.247636,88
55.842340,12.247636,89
55.839840,12.247636,76
55.837340,12.247636,76
55.834840,12.247636,76
55.832340,12.247636,79
55.829840,12.247636,80
55.827340,12.247636,92
55.824840,12.247636,92
55.807340,12.247636,74
55.804840,12.247636,75
55.802340,12.247636,78
55.799840,12.247636,81
55.797340,12.247636,83
55.794840,12.247636,82
55.792340,12.247636,83
55.789840,12.247636,88
55.787340,12.247636,89
55.784840,12.247636,84
55.782340,12.247636,86
55.779840,12.247636,91
55.777340,12.247636,92
55.774840,12.247636,98
55.772340,12.247636,95
55.769840,12.247636,99
55.767340,12.247636,96
55.764840,12.247636,98
55.762340,12.247636,111
55.757340,12.247636,48
55.754840,12.247636,50
55.752340,12.247636,45
55.749840,12.247636,45
55.747340,12.247636,48
55.744840,12.247636,51
55.742340,12.247636,56
55.739840,12.247636,59
55.737340,12.247636,96
55.734840,12.247636,82
55.732340,12.247636,82
55.729840,12.247636,84
55.727340,12.247636,84
55.724840,12.247636,77
55.722340,12.247636,78
55.719840,12.247636,74
55.717340,12.247636,70
55.714840,12.247636,75
55.712340,12.247636,77
55.709840,12.247636,81
55.707340,12.247636,80
55.704840,12.247636,80
55.702340,12.247636,80
55.699840,12.247636,79
55.694840,12.247636,82
55.692340,12.247636,75
55.689840,12.247636,70
55.687340,12.247636,70
55.684840,12.247636,63
55.682340,12.247636,60
55.679840,12.247636,57
55.677340,12.247636,66
55.674840,12.247636,66
55.672340,12.247636,69
55.669840,12.247636,78
55.667340,12.247636,64
55.664840,12.247636,55
55.662340,12.247636,56
55.659840,12.247636,52
55.657340,12.247636,51
55.654840,12.247636,48
55.652340,12.247636,48
55.649840,12.247636,46
55.647340,12.247636,43
55.644840,12.247636,44
55.642340,12.247636,59
55.639840,12.247636,56
55.637340,12.247636,53
55.634840,12.247636,50
55.632340,12.247636,73
55.629840,12.247636,77
55.627340,12.247636,73
55.624840,12.247636,71
55.622340,12.247636,77
55.617340,12.247636,87
55.614840,12.247636,64
55.612340,12.247636,65
55.609840,12.247636,66
55.607340,12.247636,67
55.604840,12.247636,67
55.602340,12.247636,65
55.599840,12.247636,65
55.597340,12.247636,62
55.594840,12.247636,59
55.592340,12.247636,58
55.589840,12.247636,56
55.587340,12.247636,56
55.584840,12.247636,58
55.582340,12.247636,61
55.579840,12.247636,55
55.577340,12.247636,53
55.574840,12.247636,53
55.572340,12.247636,51
55.569840,12.247636,46
55.567340,12.247636,52
55.564840,12.247636,54
55.562340,12.247636,56
55.559840,12.247636,61
55.557340,12.247636,62
55.554840,12.247636,62
55.552340,12.247636,62
55.864840,12.252636,94
55.862340,12.252636,96
55.859840,12.252636,96
55.857340,12.252636,102
55.849840,12.252636,86
55.847340,12.252636,81
55.844840,12.252636,78
55.842340,12.252636,76
55.839840,12.252636,73
55.837340,12.252636,71
55.834840,12.252636,72
55.832340,12.252636,76
55.829840,12.252636,95
55.827340,12.252636,95
55.824840,12.252636,96
55.807340,12.252636,85
55.804840,12.252636,83
55.802340,12.252636,80
55.799840,12.252636,78
55.797340,12.252636,74
55.794840,12.252636,77
55.792340,12.252636,78
55.789840,12.252636,83
55.787340,12.252636,81
55.784840,12.252636,81
55.782340,12.252636,83
55.779840,12.252636,96
55.777340,12.252636,95
55.774840,12.252636,97
55.772340,12.252636,100
55.769840,12.252636,108
55.767340,12.252636,100
55.757340,12.252636,68
55.754840,12.252636,47
55.752340,12.252636,48
55.749840,12.252636,48
55.747340,12.252636,47
55.744840,12.252636,50
55.742340,12.252636,64
55.739840,12.252636,66
55.737340,12.252636,92
55.734840,12.252636,99
55.732340,12.252636,88
55.729840,12.252636,88
55.727340,12.252636,89
55.724840,12.252636,79
55.722340,12.252636,81
55.719840,12.252636,80
55.717340,12.252636,72
55.714840,12.252636,74
55.712340,12.252636,76
55.709840,12.252636,78
55.707340,12.252636,80
55.704840,12.252636,80
55.702340,12.252636,78
55.699840,12.252636,79
55.697340,12.252636,82
55.694840,12.252636,85
55.692340,12.252636,80
55.689840,12.252636,73
55.687340,12.252636,73
55.684840,12.252636,64
55.682340,12.252636,59
55.679840,12.252636,60
55.677340,12.252636,62
55.674840,12.252636,65
55.672340,12.252636,69
55.669840,12.252636,72
55.667340,12.252636,55
55.664840,12.252636,52
55.662340,12.252636,52
55.659840,12.252636,49
55.657340,12.252636,46
55.654840,12.252636,43
55.652340,12.252636,41
55.649840,12.252636,43
55.647340,12.252636,39
55.644840,12.252636,43
55.642340,12.252636,45
